,trial_id,mean_val_accuracy,conv1,conv2,dense_units,dropout_rate,learning_rate,batch_size
0,0085,0.8851063847541809,64,128,224,0.5,0.00026343890936893216,96
1,0261,0.8847960829734802,96,160,224,0.6,0.0007967394249203055,96
2,0267,0.8846631050109863,96,160,224,0.6,0.0007967394249203055,96
3,0083,0.8842641711235046,160,128,224,0.7000000000000001,0.00048442624379782463,96
4,0439,0.8836879730224609,32,256,224,0.5,0.0005527499110471527,96
5,0312,0.8833776712417603,192,128,128,0.4,0.0009146208704225965,96
6,0334,0.8833776712417603,96,160,256,0.5,0.001344121154884341,96
7,0406,0.8833776712417603,192,256,224,0.6,0.0008170013503065374,96
8,0403,0.8832446932792664,192,256,224,0.6,0.0008170013503065374,96
9,0443,0.8830673694610596,32,256,224,0.5,0.0005527499110471527,96
10,0328,0.8828457593917847,96,160,256,0.5,0.001344121154884341,96
11,0223,0.8826684355735779,160,160,160,0.5,0.00046884292239125904,96
12,0337,0.8824024796485901,96,160,256,0.5,0.001344121154884341,96
13,0255,0.8823138475418091,192,128,256,0.4,0.00029871190678941467,96
14,0259,0.8823138475418091,192,128,256,0.4,0.00029871190678941467,96
15,0071,0.8822251558303833,32,256,224,0.4,0.0011277279217930506,96
16,0429,0.8821365237236023,192,256,96,0.5,0.00031457995523847436,96
17,0175,0.8819591999053955,32,224,224,0.6,0.0014421563688159582,96
18,0365,0.8817819356918335,96,96,160,0.4,0.0008428991425794564,96
19,0451,0.8816046118736267,160,192,160,0.6,0.0006361252779797229,96
20,0078,0.8815159797668457,160,128,224,0.7000000000000001,0.00048442624379782463,96
21,0367,0.8814716339111328,256,192,256,0.5,0.0017491856822561972,96
22,0075,0.8813386559486389,32,256,224,0.4,0.0011277279217930506,96
23,0362,0.8813386559486389,32,128,192,0.6,0.0004996902435350934,96
24,0084,0.8812500238418579,192,192,128,0.30000000000000004,0.00026444061069867496,96
25,0222,0.881205677986145,96,224,224,0.30000000000000004,0.0007021524238519075,96
26,0070,0.8811613321304321,32,256,224,0.4,0.0011277279217930506,96
27,0215,0.8810283541679382,96,224,224,0.30000000000000004,0.0007021524238519075,96
28,0219,0.8808067440986633,96,224,224,0.30000000000000004,0.0007021524238519075,96
29,0220,0.8806737661361694,160,160,160,0.5,0.00046884292239125904,96
30,0035,0.8804964423179626,256,224,224,0.4,0.0012641856877363385,96
31,0176,0.8804521560668945,128,160,128,0.6,0.0005270983704523318,96
32,0174,0.8804078102111816,32,224,224,0.6,0.0014421563688159582,96
33,0246,0.8804078102111816,224,32,192,0.6,0.0005079680302339992,96
34,0061,0.8803634643554688,96,224,160,0.7000000000000001,0.0006177020005809435,96
35,0440,0.8802748322486877,224,160,224,0.2,0.0004257494904478956,96
36,0446,0.8802304863929749,160,192,160,0.6,0.0006361252779797229,96
37,0307,0.880186140537262,224,192,128,0.2,0.0004149131024185803,96
38,0030,0.8799645304679871,256,224,224,0.4,0.0012641856877363385,96
39,0080,0.8797872066497803,192,192,128,0.30000000000000004,0.00026444061069867496,96
40,0311,0.8797872066497803,224,192,128,0.2,0.0004149131024185803,96
41,0145,0.8796985745429993,256,224,224,0.2,0.0006414389487374852,96
42,0152,0.8796985745429993,160,96,160,0.30000000000000004,0.0006844012808381424,96
43,0315,0.8796985745429993,224,192,128,0.2,0.0004149131024185803,96
44,0399,0.8796985745429993,192,256,224,0.6,0.0008170013503065374,96
45,0150,0.8796099424362183,256,224,224,0.2,0.0006414389487374852,96
46,0407,0.8796099424362183,128,32,256,0.5,0.0011244542445332348,96
47,0129,0.8795212507247925,192,96,256,0.5,0.0020464557634660217,96
48,0314,0.8794769644737244,192,128,128,0.4,0.0009146208704225965,96
49,0360,0.8794769644737244,192,224,224,0.7000000000000001,0.0019721491098115516,96
50,0060,0.8794326186180115,96,224,160,0.7000000000000001,0.0006177020005809435,96
51,0404,0.8794326186180115,128,32,256,0.5,0.0011244542445332348,96
52,0073,0.8793439865112305,256,96,160,0.7000000000000001,0.0011208031806549457,96
53,0428,0.8793439865112305,192,256,96,0.5,0.00031457995523847436,96
54,0038,0.8792552947998047,256,224,224,0.4,0.0012641856877363385,96
55,0076,0.8792552947998047,256,96,160,0.7000000000000001,0.0011208031806549457,96
56,0168,0.8792110085487366,160,96,96,0.30000000000000004,0.0002249285850718949,96
57,0124,0.8791223168373108,160,192,160,0.1,0.0010782632069328832,96
58,0402,0.8791223168373108,128,32,256,0.5,0.0011244542445332348,96
59,0356,0.8790780305862427,224,224,192,0.5,0.0024174314667387863,96
60,0351,0.8790336847305298,128,96,192,0.8,0.0006654334507308442,96
61,0359,0.8789450526237488,224,224,192,0.5,0.0024174314667387863,96
62,0357,0.8788120746612549,192,224,224,0.7000000000000001,0.0019721491098115516,96
63,0123,0.878767728805542,32,160,224,0.1,0.0006704542648126138,96
64,0072,0.878679096698761,224,128,96,0.30000000000000004,0.0003455443690378424,96
65,0077,0.8785904049873352,64,128,224,0.5,0.00026343890936893216,96
66,0130,0.8785904049873352,192,96,256,0.5,0.0020464557634660217,96
67,0268,0.8785904049873352,96,96,192,0.30000000000000004,0.0011695529042992335,96
68,0436,0.8785461187362671,32,256,224,0.5,0.0005527499110471527,96
69,0151,0.8785017728805542,96,192,256,0.4,0.0015793652406955135,96
70,0125,0.8784574270248413,192,96,256,0.5,0.0020464557634660217,96
71,0253,0.8784574270248413,192,128,256,0.4,0.00029871190678941467,96
72,0335,0.8784574270248413,256,96,224,0.1,0.0003723517832020787,96
73,0171,0.8784131407737732,128,160,128,0.6,0.0005270983704523318,96
74,0091,0.8781471848487854,256,64,128,0.30000000000000004,0.00029273330707146596,96
75,0086,0.8780584931373596,64,64,256,0.6,0.00014400420008165156,96
76,0154,0.8780142068862915,256,224,224,0.2,0.0006414389487374852,96
77,0144,0.8779698610305786,96,192,256,0.4,0.0015793652406955135,96
78,0432,0.8779698610305786,224,160,224,0.2,0.0004257494904478956,96
79,0273,0.8779255151748657,128,192,256,0.2,0.0001381941156312248,96
80,0059,0.8777925372123718,192,64,128,0.4,0.0016395772926195201,96
81,0177,0.8776595592498779,256,64,96,0.4,0.0008276127298347325,96
82,0329,0.877526581287384,256,96,224,0.1,0.0003723517832020787,96
83,0265,0.8774822950363159,96,96,192,0.30000000000000004,0.0011695529042992335,96
84,0082,0.8773936033248901,192,32,224,0.6,0.001549106230919523,96
85,0153,0.8773936033248901,160,96,160,0.30000000000000004,0.0006844012808381424,96
86,0148,0.8772606253623962,160,96,160,0.30000000000000004,0.0006844012808381424,96
87,0062,0.8772163391113281,192,64,128,0.4,0.0016395772926195201,96
88,0131,0.8772163391113281,160,192,160,0.1,0.0010782632069328832,96
89,0164,0.8771719932556152,192,96,128,0.4,0.0018126809821095372,96
90,0181,0.8770833611488342,32,256,160,0.2,0.00010202977504183435,96
91,0218,0.8769946694374084,160,160,160,0.5,0.00046884292239125904,96
92,0036,0.8769503831863403,96,64,224,0.2,0.0016076644854235774,96
93,0338,0.8769503831863403,256,96,224,0.1,0.0003723517832020787,96
94,0430,0.8769503831863403,160,128,256,0.1,0.00022936724100617234,96
95,0127,0.8769060373306274,160,192,160,0.1,0.0010782632069328832,96
96,0309,0.8768174052238464,192,128,128,0.4,0.0009146208704225965,96
97,0317,0.8768174052238464,96,160,256,0.5,0.001344121154884341,96
98,0345,0.8768174052238464,32,224,160,0.1,0.001445187802781273,96
99,0420,0.8766843676567078,224,128,160,0.1,0.0008770141696048767,96
100,0388,0.8765957355499268,256,224,256,0.2,0.0016259305850231298,96
101,0167,0.8764627575874329,192,96,128,0.4,0.0018126809821095372,96
102,0427,0.87641841173172,160,128,256,0.1,0.00022936724100617234,96
103,0398,0.8763741254806519,256,224,256,0.2,0.0016259305850231298,96
104,0426,0.8763741254806519,224,128,160,0.1,0.0008770141696048767,96
105,0242,0.8761081695556641,96,96,256,0.30000000000000004,0.002953262609705247,96
106,0132,0.8760638236999512,96,192,256,0.4,0.0015793652406955135,96
107,0170,0.8759308457374573,256,64,96,0.4,0.0008276127298347325,96
108,0308,0.8758422136306763,160,128,128,0.2,0.0007129239549612552,96
109,0313,0.8757535219192505,160,128,128,0.2,0.0007129239549612552,96
110,0126,0.8756648898124695,224,64,224,0.6,0.0009917165577947734,96
111,0243,0.8756205439567566,224,32,192,0.6,0.0005079680302339992,96
112,0401,0.8755319118499756,224,128,96,0.4,0.001346159980483405,96
113,0336,0.8754875659942627,96,64,128,0.1,0.0007373196097809678,96
114,0444,0.8753989338874817,224,160,224,0.2,0.0004257494904478956,96
115,0031,0.8753545880317688,96,64,224,0.2,0.0016076644854235774,96
116,0137,0.8752216100692749,256,224,224,0.2,0.0006414389487374852,96
117,0112,0.875088632106781,256,160,192,0.1,0.0014125585676538998,96
118,0236,0.875088632106781,96,96,256,0.30000000000000004,0.002953262609705247,96
119,0039,0.8749556541442871,96,64,224,0.2,0.0016076644854235774,96
120,0155,0.8749556541442871,96,192,224,0.1,0.001423015903577145,96
121,0221,0.874911367893219,64,32,256,0.1,0.001810157689657075,96
122,0272,0.874911367893219,224,128,192,0.1,0.00016164873790817211,96
123,0361,0.874911367893219,32,160,256,0.1,0.0001325561691316467,96
124,0128,0.8748670220375061,32,160,224,0.1,0.0006704542648126138,96
125,0256,0.8747783899307251,128,64,224,0.1,0.0013116681661809325,96
126,0405,0.8747340440750122,256,224,256,0.2,0.0016259305850231298,96
127,0330,0.8746010661125183,96,64,128,0.1,0.0007373196097809678,96
128,0162,0.8745124340057373,192,96,128,0.4,0.0018126809821095372,96
129,0400,0.8743794560432434,256,192,96,0.1,0.0010028966014693037,96
130,0033,0.8742907643318176,64,128,128,0.1,0.0029623239448284167,96
131,0179,0.8742907643318176,256,128,128,0.1,0.00012195245426359774,96
132,0245,0.8742464780807495,96,96,256,0.30000000000000004,0.002953262609705247,96
133,0252,0.8742464780807495,128,64,224,0.1,0.0013116681661809325,96
134,0122,0.8741135001182556,256,160,192,0.1,0.0014125585676538998,96
135,0052,0.8739805221557617,256,128,96,0.2,0.0013135502932300573,96
136,0058,0.8738918304443359,256,128,96,0.2,0.0013135502932300573,96
137,0088,0.8738918304443359,128,224,64,0.30000000000000004,0.00021609843551628614,96
138,0310,0.8738918304443359,256,256,224,0.1,0.00018637806828434848,96
139,0306,0.873758852481842,32,64,224,0.1,0.0016288864664974797,96
140,0020,0.8737145662307739,256,224,224,0.4,0.0012641856877363385,96
141,0342,0.8737145662307739,128,96,256,0.1,0.001187577274462532,96
142,0274,0.8736258745193481,128,160,64,0.30000000000000004,0.00016825217239597876,96
143,0350,0.8734928965568542,128,96,192,0.8,0.0006654334507308442,96
144,0412,0.8734042644500732,224,128,160,0.1,0.0008770141696048767,96
145,0348,0.8731825947761536,128,96,256,0.1,0.001187577274462532,96
146,0090,0.8730496168136597,96,32,192,0.1,0.00032888370410083404,96
147,0296,0.8730496168136597,32,64,224,0.1,0.0016288864664974797,96
148,0217,0.8729609847068787,64,32,256,0.1,0.001810157689657075,96
